% Radiance calibration [Resp in cts/ms / W/(m^2.sr.um)] for 4STAR NIR spectrometer (512 channels) measured on 20130506 and generated on 2013-09-17 09:47. 
% Also requires calibrated radiance from 20130605124300HISS. 
% Calibration used only data with 9-lamps and 9 ms (vis), 140 ms (nir). 
Pix  Wavelength     resp       rate        rad 
350  1498.83  1.42230145e-01 3.87317236e+01 2.72317261e+02 
351  1500.18  1.40784837e-01 3.84270091e+01 2.72948493e+02 
352  1501.53  1.41740093e-01 3.87812992e+01 2.73608535e+02 
353  1502.89  1.40195475e-01 3.84511438e+01 2.74268080e+02 
354  1504.24  1.40828805e-01 3.87176589e+01 2.74927129e+02 
355  1505.59  1.39266664e-01 3.83798985e+01 2.75585681e+02 
356  1506.93  1.40236791e-01 3.87395352e+01 2.76243737e+02 
357  1508.28  1.39352774e-01 3.85869637e+01 2.76901296e+02 
358  1509.63  1.40569964e-01 3.90163685e+01 2.77558359e+02 
359  1510.97  1.39598193e-01 3.88275681e+01 2.78138042e+02 
360  1512.32  1.41023047e-01 3.93014173e+01 2.78687903e+02 
361  1513.66  1.39316564e-01 3.89023880e+01 2.79237349e+02 
362  1515.00  1.40838701e-01 3.94047501e+01 2.79786378e+02 
363  1516.34  1.39460495e-01 3.90956564e+01 2.80334990e+02 
364  1517.69  1.40285804e-01 3.94039237e+01 2.80883187e+02 
365  1519.02  1.38964564e-01 3.91089316e+01 2.81430966e+02 
366  1520.36  1.39811031e-01 3.94151118e+01 2.81917039e+02 
367  1521.70  1.38395114e-01 3.90603582e+01 2.82237986e+02 
368  1523.04  1.40108097e-01 3.95887600e+01 2.82558687e+02 
369  1524.37  1.38707731e-01 3.92375241e+01 2.82879144e+02 
370  1525.71  1.39965794e-01 3.96382227e+01 2.83199357e+02 
371  1527.04  1.38227399e-01 3.91901387e+01 2.83519324e+02 
372  1528.37  1.39296002e-01 3.95376445e+01 2.83839046e+02 
373  1529.70  1.37266512e-01 3.90054495e+01 2.84158524e+02 
